Fiyat,Ilce,Oda,M2,Banyo,Kat,Bina_Yasi,Isinma,Balkon,Asansor,Garaj,Yapı Durumu,Kullanım Durumu,Tapu Durumu,Takas,Eşya Durumu
3.200.000 TL,Sehzadeler,3 + 1,105,1,4. Kat,31 Yaşında,Kombi,Var,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
5.000.000 TL,Akhisar,4 + 1,165,2,2. Kat,11 Yaşında,Kombi,Yok,Var,Yok,-,Mülk Sahibi,Kat İrtifakı,Evet,-
4.920.000 TL,Turgutlu,3 + 1,175,1,2. Kat,13 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,-,Kat Mülkiyeti,Hayır,-
3.550.000 TL,Sehzadeler,3 + 1,130,1,5. Kat,15 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil
11.450.000 TL,Turgutlu,5 + 2,280,3,6. Kat,Sıfır Bina,Yerden Isıtma,Var,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil
2.450.000 TL,Turgutlu,3 + 1,140,1,3. Kat,21 Yaşında,Isıtma Yok,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil
3.250.000 TL,Akhisar,2 + 1,115,1,5. Kat,4 Yaşında,Kombi,Yok,Var,Var,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
4.350.000 TL,Turgutlu,3 + 1,140,1,3. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil
5.600.000 TL,Turgutlu,3 + 1,125,1,2. Kat,Sıfır Bina,Kombi,Yok,Var,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil
8.500.000 TL,Sehzadeler,3 + 1,170,1,Ara Kat,25 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil
"Fiyat
En Az
TL
En Çok
TL",Salihli,-,-,Seçiniz,Kat Seçiniz,Bina Yaşı,Isınma Tipi Seçiniz,Var,Var,Var,-,Kullanım Durumu Seçiniz,Tapu Durumu Seçiniz,a Uygun,Tümü
4.500.000 TL,Salihli,2 + 1,105,1,-,25 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Boş,Arsa,-,Eşyalı Değil
1.750.000 TL,Akhisar,4 + 1,258,2,-,35 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Boş,Müstakil Tapulu,Evet,Eşyalı Değil
3.675.000 TL,Yunusemre,2 + 1,80,1,Yüksek Giriş,25 Yaşında,Kombi,Yok,Yok,Var,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil
5.600.000 TL,Akhisar,3 + 1,190,2,4. Kat,Sıfır Bina,Yerden Isıtma,Yok,Yok,Yok,-,-,Kat İrtifakı,Hayır,Eşyalı Değil
3.200.000 TL,Yunusemre,1 + 1,50,1,2. Kat,Sıfır Bina,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
2.650.000 TL,Turgutlu,2 + 1,95,1,1. Kat,11 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil
3.700.000 TL,Turgutlu,2 + 1,95,2,2. Kat,2 Yaşında,Yerden Isıtma,Var,Var,Yok,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil
11.500.000 TL,Sehzadeler,6 + 1,310,2,4. Kat,6 Yaşında,Kombi,Var,Yok,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil
3.100.000 TL,Turgutlu,3 + 1,130,1,5. Kat,31 Yaşında,Kombi,Var,Yok,Var,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil
3.100.000 TL,Turgutlu,3 + 1,160,1,2. Kat,13 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil
5.450.000 TL,Yunusemre,5 + 1,250,2,5. Kat,6 Yaşında,Kombi,Var,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
4.200.000 TL,Yunusemre,3 + 1,130,1,3. Kat,21 Yaşında,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
2.750.000 TL,Turgutlu,2 + 1,100,1,Zemin,Sıfır Bina,Kombi,Var,Yok,Var,-,Boş — hemen taşınılabilir!,Kat İrtifakı,Evet,Eşyalı Değil
4.250.000 TL,Yunusemre,4 + 1,240,2,3. Kat,6 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil
3.725.000 TL,Yunusemre,1 + 1,65,1,2. Kat,10 Yaşında,Kombi,Var,Var,Var,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
7.500.000 TL,Akhisar,5 + 1,280,3,3. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil
3.790.000 TL,Yunusemre,2 + 1,105,1,6. Kat,26 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Müstakil Tapulu,Evet,Eşyalı Değil
4.125.000 TL,Yunusemre,-,-,-,-,-,-,Yok,Yok,Yok,-,-,-,-,-
5.350.000 TL,Salihli,4 + 1,325,3,-,20 Yaşında,Kat Kaloriferi,Var,Yok,Yok,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Evet,-
3.700.000 TL,Turgutlu,3 + 1,150,1,4. Kat,27 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil
15.000.000 TL,Yunusemre,4 + 1,3,1,Bahçe Katı,6 Yaşında,Soba,Var,Yok,Yok,-,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil
4.150.000 TL,Akhisar,3 + 1,145,2,7. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
3.100.000 TL,Yunusemre,2 + 1,84,1,2. Kat,4 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil
3.100.000 TL,Saruhanli,2 + 1,115,1,3. Kat,6 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Hayır,-
10.250.000 TL,Turgutlu,5 + 2,280,2,4. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil
13.500.000 TL,Yunusemre,5 + 1,235,3,Villa Katı,16 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil
1.275.000 TL,Sehzadeler,2 + 0,90,-,-,30 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Boş,Müstakil Tapulu,Evet,Eşyalı Değil
4.000.000 TL,Sehzadeler,3 + 1,160,1,2. Kat,26 Yaşında,Kombi,Yok,Var,Yok,-,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil
3.200.000 TL,Salihli,2 + 1,88,1,Zemin,7 Yaşında,Doğalgaz Sobası,Yok,Yok,Var,İkinci El,Mülk Sahibi,Kat İrtifakı,-,Eşyalı Değil
5.750.000 TL,Akhisar,3 + 1,135,2,1. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
3.350.000 TL,Yunusemre,2 + 1,95,-,En Üst Kat,8 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat Mülkiyeti,Hayır,-
3.550.000 TL,Sehzadeler,3 + 1,140,1,Yüksek Giriş,25 Yaşında,Kombi,Var,Yok,Yok,İkinci El,Boş,Kat Mülkiyeti,-,Eşyalı Değil
4.550.000 TL,Yunusemre,-,-,-,-,-,-,Yok,Yok,Yok,-,-,-,-,-
4.700.000 TL,Turgutlu,3 + 1,125,1,4. Kat,3 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil
5.200.000 TL,Yunusemre,2 + 1,100,1,6. Kat,27 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil
4.950.000 TL,Akhisar,2 + 2,220,2,4. Kat,5 Yaşında,Kombi,Var,Var,Var,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil
3.300.000 TL,Yunusemre,1 + 1,60,1,Yüksek Giriş,3 Yaşında,Kombi,Var,Var,Var,İkinci El,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil
2.950.000 TL,Ahmetli,3 + 1,250,1,Bahçe Katı,31 Yaşında,Soba,Yok,Yok,Yok,-,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil
5.950.000 TL,Turgutlu,3 + 1,150,1,En Üst Kat,13 Yaşında,Kombi,Var,Var,Var,-,-,Kat Mülkiyeti,-,-
4.200.000 TL,Akhisar,3 + 1,130,1,2. Kat,Sıfır Bina,Yerden Isıtma,Yok,Yok,Yok,-,-,Kat Mülkiyeti,Evet,Eşyalı Değil
7.650.000 TL,Turgutlu,3 + 1,165,2,5. Kat,2 Yaşında,Yerden Isıtma,Var,Yok,Var,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil
15.000.000 TL,Yunusemre,3 + 1,220,2,Villa Katı,Sıfır Bina,Yerden Isıtma,Yok,Yok,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil
4.999.999 TL,Yunusemre,3 + 1,130,1,2. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil
3.870.000 TL,Akhisar,3 + 1,130,1,1. Kat,Sıfır Bina,Yerden Isıtma,Var,Yok,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil
5.500.000 TL,Sehzadeler,5 + 2,250,2,5. Kat,21 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil
4.000.000 TL,Akhisar,3 + 1,145,2,1. Kat,11 Yaşında,Kombi,Yok,Yok,Var,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,-
2.700.000 TL,Salihli,3 + 1,145,1,2. Kat,25 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
6.150.000 TL,Sehzadeler,4 + 1,1,2,Villa Katı,2 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Müstakil Tapulu,Evet,Eşyalı Değil
7.950.000 TL,Yunusemre,4 + 1,160,5,-,4 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil
350.000 TL,Demirci,2 + 1,80,1,-,1 Yaşında,Isıtma Yok,Yok,Yok,Yok,-,-,Kat Mülkiyeti,Evet,-
6.400.000 TL,Yunusemre,5 + 2,260,2,4. Kat,11 Yaşında,Kombi,Yok,Var,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil
4.400.000 TL,Yunusemre,3 + 1,145,1,4. Kat,6 Yaşında,Kombi,Yok,Var,Var,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil
8.750.000 TL,Yunusemre,3 + 1,165,2,1. Kat,3 Yaşında,Kombi,Var,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
3.250.000 TL,Saruhanli,2 + 1,110,1,2. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil
7.750.000 TL,Turgutlu,3 + 1,180,2,2. Kat,1 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil
6.300.000 TL,Yunusemre,4 + 1,200,2,4. Kat,5 Yaşında,Doğalgaz Sobası,Yok,Yok,Var,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil
5.650.000 TL,Yunusemre,3 + 1,136,2,1. Kat,4 Yaşında,Kombi,Var,Var,Yok,İkinci El,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil
5.750.000 TL,Yunusemre,2 + 1,110,2,3. Kat,11 Yaşında,Kombi,Var,Var,Var,-,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil
4.150.000 TL,Turgutlu,3 + 1,265,1,Yüksek Giriş,20 Yaşında,Kombi,Yok,Var,Var,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil
2.350.000 TL,Salihli,1 + 1,54,1,Kot 3,2 Yaşında,Klima,Yok,Var,Yok,İkinci El,Belirtilmemiş,Kat İrtifakı,Hayır,Eşyalı
3.200.000 TL,Turgutlu,2 + 1,120,1,En Üst Kat,20 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Boş,-,Hayır,Eşyalı
6.350.000 TL,Yunusemre,3 + 1,160,1,2. Kat,26 Yaşında,Kombi,Var,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
2.500.000 TL,Yunusemre,1 + 1,50,1,Yüksek Giriş,2 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil
3.400.000 TL,Yunusemre,3 + 1,120,1,3. Kat,16 Yaşında,Kombi,Var,Var,Var,-,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil
6.970.000 TL,Yunusemre,3 + 1,140,1,Ara Kat,12 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat Mülkiyeti,Hayır,-
2.500.000 TL,Turgutlu,2 + 1,70,1,2. Kat,8 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı
1.625.000 TL,Turgutlu,2 + 1,80,1,3. Kat,6 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil
4.950.000 TL,Sehzadeler,3 + 1,130,2,3. Kat,28 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil
5.400.000 TL,Salihli,3 + 1,170,2,Teras Katı,7 Yaşında,Kombi,Yok,Var,Var,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı
4.000.000 TL,Akhisar,3 + 1,130,2,2. Kat,Sıfır Bina,Kombi,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,Hayır,-
1.650.000 TL,Turgutlu,2 + 1,80,1,3. Kat,8 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil
5.250.000 TL,Saruhanli,4 + 1,200,2,4. Kat,8 Yaşında,Kombi,Var,Yok,Yok,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil
4.100.000 TL,Akhisar,3 + 1,165,2,7. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil
3.250.000 TL,Yunusemre,1 + 1,60,1,5. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil
3.550.000 TL,Yunusemre,3 + 1,130,1,Yüksek Giriş,16 Yaşında,Kombi,Var,Var,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil
3.450.000 TL,Yunusemre,2 + 1,95,1,2. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil
3.495.000 TL,Salihli,2 + 1,95,1,5. Kat,5 Yaşında,Kombi,Yok,Var,Var,-,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil
2.850.000 TL,Yunusemre,2 + 1,75,1,Yüksek Giriş,5 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil
3.250.000 TL,Saruhanli,2 + 1,95,1,3. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil
7.650.000 TL,Yunusemre,5 + 2,210,2,6. Kat,5 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil
3.900.000 TL,Yunusemre,3 + 1,100,1,Yüksek Giriş,11 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil
3.800.000 TL,Yunusemre,2 + 1,96,1,2. Kat,Sıfır Bina,Kombi,Var,Var,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil
1.675.000 TL,Akhisar,3 + 1,115,1,4. Kat,26 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
3.900.000 TL,Yunusemre,2 + 1,95,1,Yüksek Giriş,1 Yaşında,Merkezi (Pay Öl...,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil
3.600.000 TL,Yunusemre,3 + 1,110,1,Yüksek Giriş,Sıfır Bina,Kombi,Yok,Var,Yok,Sıfır,Boş,Kat İrtifakı,Evet,Eşyalı Değil
3.650.000 TL,Akhisar,2 + 1,95,1,1. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,Yapım Aşamasınd...,Boş,Kat Mülkiyeti,-,-
2.900.000 TL,Turgutlu,1 + 0,45,1,Zemin,28 Yaşında,Klima,Yok,Yok,Yok,-,-,Müstakil Tapulu,-,-
5.100.000 TL,Salihli,1 + 1,175,2,5. Kat,5 Yaşında,Klima,Var,Var,Var,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil
5.300.000 TL,Alasehir,4 + 1,450,-,-,10 Yaşında,Soba,Yok,Yok,Yok,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
4.200.000 TL,Yunusemre,3 + 1,160,2,Yüksek Giriş,5 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,-,-
3.795.000 TL,Yunusemre,1 + 1,70,-,6. Kat,Sıfır Bina,Kombi,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
2.090.000 TL,Alasehir,2 + 1,110,1,4. Kat,31 Yaşında,Soba,Yok,Yok,Yok,-,Boş,Müstakil Tapulu,Evet,Eşyalı Değil
16.500.000 TL,Turgutlu,4 + 1,255,2,Villa Katı,11 Yaşında,Kombi,Var,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil
4.750.000 TL,Yunusemre,3 + 1,125,1,2. Kat,16 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
3.100.000 TL,Turgutlu,3 + 1,120,1,Zemin,1 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil
3.100.000 TL,Saruhanli,2 + 1,100,1,3. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
5.500.000 TL,Sehzadeler,3 + 1,200,2,1. Kat,21 Yaşında,Kombi,Yok,Yok,Var,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil
3.750.000 TL,Yunusemre,2 + 1,200,1,Bahçe Katı,16 Yaşında,Soba,Yok,Yok,Var,-,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil
3.900.000 TL,Akhisar,3 + 1,140,1,2. Kat,11 Yaşında,Kombi,Var,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
11.000.000 TL,Salihli,5 + 1,280,3,Çatı Katı,3 Yaşında,Kombi,Var,Var,Var,İkinci El,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil
2.270.000 TL,Yunusemre,1 + 1,50,1,Yüksek Giriş,4 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Kiracılı,Kat İrtifakı,Evet,Eşyalı
3.725.000 TL,Sehzadeler,3 + 1,165,1,5. Kat,26 Yaşında,Kombi,Yok,Var,Yok,-,Kiracılı,Kat Mülkiyeti,Evet,Eşyalı Değil
2.450.000 TL,Turgutlu,3 + 0,110,1,4. Kat,16 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil
2.250.000 TL,Saruhanli,-,-,-,-,-,-,Yok,Yok,Yok,-,-,-,-,-
3.300.000 TL,Turgutlu,3 + 1,125,1,En Üst Kat,15 Yaşında,Kombi,Var,Yok,Yok,İkinci El,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil
4.000.000 TL,Yunusemre,3 + 1,135,1,4. Kat,26 Yaşında,Kombi,Yok,Var,Var,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil
3.650.000 TL,Yunusemre,2 + 1,110,1,En Üst Kat,25 Yaşında,Kombi,Yok,Var,Var,İkinci El,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil
4.950.000 TL,Sehzadeler,3 + 1,120,1,1. Kat,35 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
3.350.000 TL,Ahmetli,3 + 1,136,1,7. Kat,Sıfır Bina,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil
3.800.000 TL,Sehzadeler,3 + 1,135,1,3. Kat,25 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
7.550.000 TL,Akhisar,5 + 1,350,3,Bahçe Katı,6 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil
2.375.000 TL,Akhisar,2 + 1,140,1,2. Kat,5 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil
3.000.000 TL,Yunusemre,3 + 1,120,1,5. Kat,16 Yaşında,Kombi,Var,Var,Var,-,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil
4.450.000 TL,Yunusemre,2 + 1,100,1,Zemin,4 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil
4.000.000 TL,Akhisar,2 + 1,95,2,1. Kat,Sıfır Bina,Kombi,Yok,Var,Yok,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
3.950.000 TL,Akhisar,4 + 1,170,2,3. Kat,2 Yaşında,Kombi,Var,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil
3.000.000 TL,Akhisar,2 + 1,105,1,Zemin,11 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil
3.799.000 TL,Yunusemre,3 + 1,125,1,Kot 1,Sıfır Bina,Kombi,Var,Var,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil
2.350.000 TL,Yunusemre,1 + 1,50,1,2. Kat,6 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
5.650.000 TL,Yunusemre,4 + 1,145,2,4. Kat,2 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
5.750.000 TL,Saruhanli,5 + 1,205,1,5. Kat,Sıfır Bina,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
4.800.000 TL,Yunusemre,4 + 1,165,2,3. Kat,4 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
4.250.000 TL,Yunusemre,2 + 1,115,1,2. Kat,16 Yaşında,Kombi,Yok,Var,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil
3.250.000 TL,Yunusemre,2 + 1,85,1,3. Kat,Sıfır Bina,Yerden Isıtma,Var,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
6.300.000 TL,Turgutlu,3 + 1,130,2,Ara Kat,Sıfır Bina,Yerden Isıtma,Var,Var,Var,Sıfır,Boş,Kat Mülkiyeti,Hayır,-
4.250.000 TL,Yunusemre,3 + 1,130,2,4. Kat,8 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil
3.050.000 TL,Akhisar,3 + 1,145,1,2. Kat,30 Yaşında,Kombi,Yok,Yok,Yok,-,-,Kat Mülkiyeti,Evet,Eşyalı
7.500.000 TL,Yunusemre,4 + 2,180,2,2. Kat,16 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
4.750.000 TL,Yunusemre,2 + 1,115,2,1. Kat,1 Yaşında,Yerden Isıtma,Yok,Var,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil
2.250.000 TL,Turgutlu,2 + 1,120,1,3. Kat,26 Yaşında,Klima,Yok,Var,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil
5.500.000 TL,Sehzadeler,5 + 2,320,2,-,15 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Arsa,Evet,Eşyalı Değil
4.150.000 TL,Salihli,2 + 1,90,1,3. Kat,Sıfır Bina,Kombi,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
5.750.000 TL,Salihli,3 + 0,340,-,-,15 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Müstakil Tapulu,Evet,Eşyalı
5.250.000 TL,Turgutlu,4 + 1,145,2,4. Kat,1 Yaşında,Yerden Isıtma,Yok,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil
5.450.000 TL,Yunusemre,5 + 1,260,2,5. Kat,11 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
2.950.000 TL,Turgutlu,2 + 1,120,1,1. Kat,21 Yaşında,Kombi,Var,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil
4.600.000 TL,Yunusemre,2 + 1,90,2,Yüksek Giriş,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
19.800.000 TL,Kirkagac,6 + 2,210,1,-,20 Yaşında,Merkezi,Var,Yok,Yok,İkinci El,Mülk Sahibi,Kat Mülkiyeti,-,Eşyalı Değil
2.949.000 TL,Saruhanli,2 + 1,95,1,3. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil
8.200.000 TL,Yunusemre,3 + 1,140,1,2. Kat,16 Yaşında,Kombi,Var,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil
2.750.000 TL,Akhisar,2 + 1,100,1,1. Kat,31 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil
4.650.000 TL,Yunusemre,4 + 1,175,2,1. Kat,1 Yaşında,Kombi,Var,Var,Var,-,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil
5.650.000 TL,Salihli,3 + 1,140,1,Ara Kat,6 Yaşında,Kombi,Var,Var,Var,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
4.400.000 TL,Sehzadeler,3 + 1,120,1,2. Kat,26 Yaşında,Kombi,Var,Yok,Var,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil
