Baslik,Fiyat,Il,Ilce,Mahalle,Konum,Oda,M2,Banyo,Kat,Bina_Yasi,Isinma,Balkon,Asansor,Garaj,Yapı Durumu,Kullanım Durumu,Tapu Durumu,Cephe,Yön,Aidat,Krediye Uygun,Takas,Site İçinde,Güvenlik,Eşya Durumu,İlan Durumu,Ilan_No,Ilan_Tarihi,Link,Cekilme_Tarihi
IRLAMAZ KARŞISI SATILIK TERASLI SIFIR DAİRE,6.500.000 TL,Manisa,Turgutlu,Yeni Mah.,Manisa / Turgutlu / Yeni Mah.,3 + 1,190,2,1. Kat,Sıfır Bina,Yerden Isıtma,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,-,etin,-,...,Evet,İçi 270 m2 4+2 Çatı Dubleks,Hatırlatmaları,Eşyalı Değil,Satılık,154871-42,27-11-2025,https://www.hepsiemlak.com/manisa-turgutlu-yeni-satilik/daire/154871-42,2025-12-03 16:19:43
Yedieylül Mahallesi 160 m2 Satılık Daire,4.800.000 TL,Manisa,Turgutlu,Yedi Mah.,Manisa / Turgutlu / Yedi Mah.,3 + 1,157,2,3. Kat,4 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,160048-113,01-12-2025,https://www.hepsiemlak.com/manisa-turgutlu-yedi-eylul-satilik/daire/160048-113,2025-12-03 16:20:09
Manisa Yunusemre Mutlu Mahallesi'nde Satılık Dubleks,5.500.000 TL,Manisa,Yunusemre,Mutlu Mah.,Manisa / Yunusemre / Mutlu Mah.,1 + 1,55,1,3. Kat,15 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Kiracılı,Müstakil Tapulu,-,etin,-,...,-,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,164260-3,28-11-2025,https://www.hepsiemlak.com/manisa-yunusemre-mutlu-satilik/daire/164260-3,2025-12-03 16:20:31
MANİSA TURGUTLU ALTAY M SATILIK ARAKAT 2+1 DAİRE,1.750.000 TL,Manisa,Turgutlu,Altay Mah.,Manisa / Turgutlu / Altay Mah.,2 + 1,85,1,3. Kat,21 Yaşında,Klima,Var,Yok,Yok,-,Kiracılı,Kat İrtifakı,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı,Satılık,164007-32,30-11-2025,https://www.hepsiemlak.com/manisa-turgutlu-altay-satilik/daire/164007-32,2025-12-03 16:20:53
Karaali Villalarda Müstakil Bahçeli Havuzlu Lüks Villa,18.500.000 TL,Manisa,Yunusemre,Karaali Mah.,Manisa / Yunusemre / Karaali Mah.,4 + 1,170,2,Bahçe Katı,Sıfır Bina,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı",etin,-,...,Evet,İçerisinde,Hatırlatmaları,Eşyalı Değil,Satılık,162776-53,21-11-2025,https://www.hepsiemlak.com/manisa-yunusemre-karaali-satilik/villa/162776-53,2025-12-03 16:21:11
AKHİSAR KETHÜDA FAHRİ SERTEL EMLAKTAN SATILIK 2+1 DAİRE,1.350.000 TL,Manisa,Akhisar,Kethuda Mah.,Manisa / Akhisar / Kethuda Mah.,2 + 1,95,1,En Üst Kat,28 Yaşında,Kombi,Yok,Yok,Yok,-,-,Müstakil Tapulu,-,etin,-,...,-,Haritası,Hatırlatmaları,-,Satılık,144740-256,30-11-2025,https://www.hepsiemlak.com/manisa-akhisar-kethuda-satilik/daire/144740-256,2025-12-03 16:22:52
SY YILMAZ EMLAKTAN TOPÇU ASIM MAH.de ARAKAT DAİRE,3.650.000 TL,Manisa,Yunusemre,Topcuasim Mah.,Manisa / Yunusemre / Topcuasim Mah.,3 + 1,125,1,5. Kat,21 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat Mülkiyeti,-,etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,161259-7,28-11-2025,https://www.hepsiemlak.com/manisa-yunusemre-topcuasim-satilik/daire/161259-7,2025-12-03 16:23:13
Cumhuriyet caddesi satılık iki adet daire kiracılı köşe,2.950.000 TL,Manisa,Turgutlu,Yildirim Mah.,Manisa / Turgutlu / Yildirim Mah.,2 + 2,201,2,4. Kat,11 Yaşında,Kombi,Yok,Var,Yok,-,Kiracılı,Kat İrtifakı,-,etin,-,...,Evet,Haritası,Hatırlatmaları,-,Satılık,154992-31,29-11-2025,https://www.hepsiemlak.com/manisa-turgutlu-yildirim-satilik/daire/154992-31,2025-12-03 16:23:33
Salihlide satılık daire,3.250.000 TL,Manisa,Salihli,Saglik Mah.,Manisa / Salihli / Saglik Mah.,2 + 1,95,1,4. Kat,4 Yaşında,Jeotermal Isıtm...,Yok,Yok,Var,İkinci El,Boş,Kat Mülkiyeti,"Doğu, Batı",etin,150 TL,...,Hayır,Haritası,Hatırlatmaları,-,Satılık,57265-9,21-11-2025,https://www.hepsiemlak.com/manisa-salihli-saglik-satilik/daire/57265-9,2025-12-03 16:23:52
EROĞLU-TAŞKIN EMLAK OFİSİNDEN MERKEZDE 3+1 DAİRE,1.875.000 TL,Manisa,Akhisar,Inonu Mah.,Manisa / Akhisar / Inonu Mah.,3 + 1,125,1,4. Kat,30 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Boş,Kat İrtifakı,Batı,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,160552-15,22-11-2025,https://www.hepsiemlak.com/manisa-akhisar-inonu-satilik/daire/160552-15,2025-12-03 16:24:17
MANİSA SALİHLİ KIRVELİ MAHALLESİNDE SATILIK MÜSTAKİL EV,6.950.000 TL,Manisa,Salihli,Kirveli Mah.,Manisa / Salihli / Kirveli Mah.,3 + 1,269,1,Bahçe Katı,16 Yaşında,Doğalgaz Sobası,Yok,Var,Var,-,Boş,Müstakil Tapulu,"Güney, Batı",etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,119344-262,28-11-2025,https://www.hepsiemlak.com/manisa-salihli-kirveli-satilik/daire/119344-262,2025-12-03 16:24:37
NİDA CADDE EVLERİNDE 3+1 DUBLEKS SIFIR SATILIK LÜKS DAİRE,6.800.000 TL,Manisa,Akhisar,Ataturk Mah.,Manisa / Akhisar / Ataturk Mah.,3 + 1,175,1,4. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı",etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,86919-645,25-11-2025,https://www.hepsiemlak.com/manisa-akhisar-ataturk-satilik/daire/86919-645,2025-12-03 16:24:56
Masrafsız Yüksek Satılık Zemin Kat,2.750.000 TL,Manisa,Turgutlu,Turan Mah.,Manisa / Turgutlu / Turan Mah.,3 + 10,140,1,Yüksek Giriş,16 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Kiracılı,Kat Mülkiyeti,Doğu,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,126164-320,18-11-2025,https://www.hepsiemlak.com/manisa-turgutlu-turan-satilik/daire/126164-320,2025-12-03 16:25:18
ESLİFE'DAN ERGENEKON MAH. 3+1 TERAS BALKONLU DAİRE,4.499.000 TL,Manisa,Turgutlu,Ergenekon Mah.,Manisa / Turgutlu / Ergenekon Mah.,3 + 1,145,1,Yüksek Giriş,11 Yaşında,Kombi,Var,Var,Var,-,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu",etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,136231-51,29-11-2025,https://www.hepsiemlak.com/manisa-turgutlu-ergenekon-satilik/daire/136231-51,2025-12-03 16:25:39
Komple Satılık Bina,9.000.000 TL,Manisa,Akhisar,Seyit Mah.,Manisa / Akhisar / Seyit Mah.,4 + 2,135,1,-,9 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Belirtilmemiş,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı",etin,-,...,Hayır,Haritası,Hatırlatmaları,-,Satılık,163472-20,29-11-2025,https://www.hepsiemlak.com/manisa-akhisar-seyit-ahmet-satilik/bina/163472-20,2025-12-03 16:25:59
Mavi Emlak'tan Horozkoy Mah. Cadde Üzerinde Satılık Daire,4.950.000 TL,Manisa,Yunusemre,Cumhuriyet Mah.,Manisa / Yunusemre / Cumhuriyet Mah.,3 + 1,130,1,3. Kat,5 Yaşında,Kombi,Var,Var,Yok,-,Mülk Sahibi,Kat İrtifakı,-,etin,-,...,Hayır,İçerisinde Satılık Arakat Daire,Hatırlatmaları,Eşyalı Değil,Satılık,102443-821,29-11-2025,https://www.hepsiemlak.com/manisa-yunusemre-cumhuriyet-satilik/daire/102443-821,2025-12-03 16:26:47
Manisa Şehzadeler 2.Anafartalar Mah. Fırsat Asansörlü 3+1 Fatih Patih Parkı Manzaralı,3.750.000 TL,Manisa,Sehzadeler,Sakarya Mah.,Manisa / Sehzadeler / Sakarya Mah.,3 + 1,125,2,En Üst Kat,28 Yaşında,Kombi,Yok,Var,Yok,Sıfır,Mülk Sahibi,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",etin,200 TL,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,95753-2056,16-11-2025,https://www.hepsiemlak.com/manisa-sehzadeler-sakarya-satilik/daire/95753-2056,2025-12-03 16:27:08
Selvilitepe’de Atatepe Parkı Yakını 3+1 Bahçeli Zemin Kat Daire – 115 m² Doğalgazlı,2.250.000 TL,Manisa,Turgutlu,Selvilitepe Mah.,Manisa / Turgutlu / Selvilitepe Mah.,3 + 1,160,1,Zemin,6 Yaşında,Kombi,Yok,Var,Var,İkinci El,Kiracılı,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",etin,1 TL,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,162001-34,06-11-2025,https://www.hepsiemlak.com/manisa-turgutlu-selvilitepe-satilik/daire/162001-34,2025-12-03 16:27:30
Manisa Mutlu Mah. Satılık 3+1 Dublex 196m²,5.000.000 TL,Manisa,Yunusemre,Mutlu Mah.,Manisa / Yunusemre / Mutlu Mah.,3 + 1,196,1,3. Kat,11 Yaşında,Klima,Yok,Var,Yok,-,Mülk Sahibi,Kat Mülkiyeti,-,etimi-,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,155351-72,26-11-2025,https://www.hepsiemlak.com/manisa-yunusemre-mutlu-satilik/daire/155351-72,2025-12-03 16:27:57
ARA KAT 3+1 DAİRE,2.975.000 TL,Manisa,Soma,Turgutalp Mah.,Manisa / Soma / Turgutalp Mah.,3 + 1,135,2,2. Kat,7 Yaşında,Kombi,Var,Yok,Yok,İkinci El,Boş,Kat Mülkiyeti,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,691819-1117,02-12-2025,https://www.hepsiemlak.com/manisa-soma-turgutalp-satilik/daire/691819-1117,2025-12-03 16:28:19
MURADİYE ÇARŞI MERKEZDE 2+1 AÇIK MUTFAK SIFIR LÜX SATILIK ARAKAT,3.400.000 TL,Manisa,Yunusemre,Muradiye Mah.,Manisa / Yunusemre / Muradiye Mah.,2 + 1,90,2,2. Kat,Sıfır Bina,Yerden Isıtma,Var,Yok,Var,-,Boş,Kat İrtifakı,Batı,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,113593-296,30-11-2025,https://www.hepsiemlak.com/manisa-yunusemre-muradiye-satilik/daire/113593-296,2025-12-03 16:28:39
MUSTAFA BAŞYİĞİT EMLAK'TAN ATATÜRK'TE 160 M2 3+1 SATILIK DAİRE,5.500.000 TL,Manisa,Akhisar,Ataturk Mah.,Manisa / Akhisar / Ataturk Mah.,3 + 1,160,2,1. Kat,4 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,"Kuzey, Batı",etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,162406-192,28-11-2025,https://www.hepsiemlak.com/manisa-akhisar-ataturk-satilik/daire/162406-192,2025-12-03 16:29:00
HÜRRİYET MAHALLESİ OLİVA GARDEN'DA 4+1 SATILIK SIFIR DAİRE,4.100.000 TL,Manisa,Akhisar,Hurriyet Mah.,Manisa / Akhisar / Hurriyet Mah.,4 + 1,170,2,3. Kat,3 Yaşında,Kombi,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,"Güney, Doğu",etin,-,...,-,-,li site içerisinde güvenli yaşam,Eşyalı Değil,Satılık,94123-2745,14-11-2025,https://www.hepsiemlak.com/manisa-akhisar-hurriyet-satilik/daire/94123-2745,2025-12-03 16:29:23
CBÜ'YE YÜRÜME MESAFESİNDE TAŞINMAYA HAZIR FULL EŞYALI 1+1 DAİRE,3.550.000 TL,Manisa,Yunusemre,Uncubozkoy Mah.,Manisa / Yunusemre / Uncubozkoy Mah.,-,-,-,-,-,-,Yok,Yok,Yok,-,-,-,-,etin,-,-,-,Haritası,-,-,-,154167-234,03-11-2025,https://www.hepsiemlak.com/manisa-yunusemre-uncubozkoy-satilik/daire/154167-234,2025-12-03 16:29:43
NOVA'DAN ERGENEKON MAH. SATILIK 3+1 YERDEN ISITMALI LÜKS DAİRE,5.650.000 TL,Manisa,Turgutlu,Ergenekon Mah.,Manisa / Turgutlu / Ergenekon Mah.,3 + 1,135,2,3. Kat,Sıfır Bina,Yerden Isıtma,Var,Var,Var,-,Boş,Kat İrtifakı,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,123058-1771,27-11-2025,https://www.hepsiemlak.com/manisa-turgutlu-ergenekon-satilik/daire/123058-1771,2025-12-03 16:30:06
DIALOG ATA GAYRİMENKUL'DEN ATATÜRK MAHALLESİ'NDE SATILIK DAİRE,2.500.000 TL,Manisa,Turgutlu,Ataturk Mah.,Manisa / Turgutlu / Ataturk Mah.,2 + 1,100,1,2. Kat,31 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,164259-21,01-12-2025,https://www.hepsiemlak.com/manisa-turgutlu-ataturk-satilik/daire/164259-21,2025-12-03 16:31:02
SALİHLİ ERDEM EMLAKTAN SATILIK KELİ MAHALLESİNDE KAÇIRILMAYACAK DAİRE FIRSATI,2.850.000 TL,Manisa,Salihli,Keli Mah.,Manisa / Salihli / Keli Mah.,2 + 1,95,1,3. Kat,Sıfır Bina,Kombi,Var,Var,Var,Sıfır,-,Kat Mülkiyeti,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,-,Satılık,158161-145,03-12-2025,https://www.hepsiemlak.com/manisa-salihli-keli-satilik/daire/158161-145,2025-12-03 16:31:23
MANİSA DİLŞİKAR MAH. FULL LÜKS 3+1 SATILIK DAİRE,4.500.000 TL,Manisa,Sehzadeler,Dilsikar Mah.,Manisa / Sehzadeler / Dilsikar Mah.,3 + 1,130,1,Ara Kat,25 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat İrtifakı,-,etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,162376-57,24-11-2025,https://www.hepsiemlak.com/manisa-sehzadeler-dilsikar-satilik/daire/162376-57,2025-12-03 16:31:44
MANİSA TURGUTLU ŞEHİTLER M 3+1 SATILIK DAİRE,3.650.000 TL,Manisa,Turgutlu,Kurtulus Mah.,Manisa / Turgutlu / Kurtulus Mah.,2 + 1,130,1,4. Kat,11 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat İrtifakı,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,164007-24,30-11-2025,https://www.hepsiemlak.com/manisa-turgutlu-kurtulus-satilik/daire/164007-24,2025-12-03 16:32:11
Manisa Y. Çobanisa Örnekköy'de Satılık Dubleks Daire,7.650.000 TL,Manisa,Sehzadeler,Yukaricobanisa Mah.,Manisa / Sehzadeler / Yukaricobanisa Mah.,5 + 2,195,3,Villa Katı,6 Yaşında,Kat Kaloriferi,Var,Yok,Var,-,Boş,Müstakil Tapulu,"Kuzey, Güney, Doğu, Batı",etin,10 TL,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,162776-49,30-11-2025,https://www.hepsiemlak.com/manisa-sehzadeler-yukaricobanisa-satilik/daire/162776-49,2025-12-03 16:32:30
FİT GAYRİMENKUL'DEN 1+1 BAHÇELİ SATILIK DAİRE,1.995.000 TL,Manisa,Saruhanli,Cengiz Mah.,Manisa / Saruhanli / Cengiz Mah.,1 + 1,55,1,Yüksek Giriş,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,-,etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,163843-19,13-11-2025,https://www.hepsiemlak.com/manisa-saruhanli-cengiz-topel-satilik/daire/163843-19,2025-12-03 16:32:52
Acarlar Mahallesi Satılık Lüks Daireler,3.750.000 TL,Manisa,Turgutlu,Acarlar Mah.,Manisa / Turgutlu / Acarlar Mah.,2 + 1,100,1,1. Kat,Sıfır Bina,Yerden Isıtma,Var,Var,Var,-,Boş,Kat Mülkiyeti,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,160048-90,03-12-2025,https://www.hepsiemlak.com/manisa-turgutlu-acarlar-satilik/daire/160048-90,2025-12-03 16:33:10
Yarhasanlar da ara kat 1.balkon teraslı 3+1 170 m2,4.990.000 TL,Manisa,Sehzadeler,Yarhasanlar Mah.,Manisa / Sehzadeler / Yarhasanlar Mah.,3 + 1,180,1,Ara Kat,25 Yaşında,Kombi,Var,Var,Yok,İkinci El,Mülk Sahibi,Kat İrtifakı,-,etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,86276-1254,26-11-2025,https://www.hepsiemlak.com/manisa-sehzadeler-yarhasanlar-satilik/daire/86276-1254,2025-12-03 16:33:31
ŞEHİTLER MAHALLESİNDE FULL LÜKS ARA KAT SATILIK 2+1 KAPALI MUTFAK,3.975.000 TL,Manisa,Sehzadeler,Sehitler Mah.,Manisa / Sehzadeler / Sehitler Mah.,2 + 1,115,1,Ara Kat,25 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat İrtifakı,-,etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,163278-39,30-11-2025,https://www.hepsiemlak.com/manisa-sehzadeler-sehitler-satilik/daire/163278-39,2025-12-03 16:33:50
8 Havuzda Mükemmel Konumda Satılık 2+1 Fırsat Daire,5.300.000 TL,Manisa,Sehzadeler,Utku Mah.,Manisa / Sehzadeler / Utku Mah.,2 + 1,100,1,2. Kat,31 Yaşında,Kombi,Yok,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,Batı,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,158110-254,27-11-2025,https://www.hepsiemlak.com/manisa-sehzadeler-utku-satilik/daire/158110-254,2025-12-03 16:34:13
SERKAN YILMAZ’DAN ÇARŞININ GÖBEĞİNDE 3+1 ASANSÖRLÜ,5.650.000 TL,Manisa,Sehzadeler,1 Mah.,Manisa / Sehzadeler / 1 Mah.,3 + 1,155,2,Ara Kat,28 Yaşında,Kombi,Var,Var,Yok,-,-,Kat Mülkiyeti,-,etin,-,...,-,Haritası,Hatırlatmaları,-,Satılık,161259-2,28-11-2025,https://www.hepsiemlak.com/manisa-sehzadeler-1-anafartalar-satilik/daire/161259-2,2025-12-03 16:34:48
AKHİSAR REŞATBEY FAHRİ SERTEL EMLAKTAN SATILIK 3+1 SIFIR DAİRE,4.425.000 TL,Manisa,Akhisar,Resat Mah.,Manisa / Akhisar / Resat Mah.,3 + 1,132,2,3. Kat,1 Yaşında,Kombi,Yok,Var,Var,-,Boş,Müstakil Tapulu,-,etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,144740-242,29-11-2025,https://www.hepsiemlak.com/manisa-akhisar-resat-bey-satilik/daire/144740-242,2025-12-03 16:35:08
PİYALEOĞLU CADDE ÜZERİ SATILIK ARAKAT DAİRE,2.900.000 TL,Manisa,Turgutlu,Albayrak Mah.,Manisa / Turgutlu / Albayrak Mah.,3 + 1,120,1,2. Kat,7 Yaşında,Kombi,Yok,Var,Yok,-,-,Kat Mülkiyeti,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,154871-34,27-11-2025,https://www.hepsiemlak.com/manisa-turgutlu-albayrak-satilik/daire/154871-34,2025-12-03 16:35:30
ALAŞEHİR kurtuluş mh de SATILIK DAİRE,4.500.000 TL,Manisa,Alasehir,Kurtulus Mah.,Manisa / Alasehir / Kurtulus Mah.,3 + 1,190,2,4. Kat,5 Yaşında,Kombi,Var,Var,Yok,-,Mülk Sahibi,Kat İrtifakı,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,160695-8,27-11-2025,https://www.hepsiemlak.com/manisa-alasehir-kurtulus-satilik/daire/160695-8,2025-12-03 16:35:52
EROĞLU TAŞKIN EMLAK OFİSİ'NDEN SATILIK BAHÇELİ MÜSTAKİL EV,1.150.000 TL,Manisa,Akhisar,Seyhisa Mah.,Manisa / Akhisar / Seyhisa Mah.,3 + 1,109,1,-,40 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Boş,Kat Mülkiyeti,"Kuzey, Güney",etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,160552-3,01-12-2025,https://www.hepsiemlak.com/manisa-akhisar-seyhisa-satilik/mustakil-ev/160552-3,2025-12-03 16:36:11
MERKEZEFENDİ MAH SATILIK 3+1 ASANSÖRLÜ A.MUTFAKLI FULL ÖZELLİKLİ ARAKAT,4.450.000 TL,Manisa,Yunusemre,Merkez Mah.,Manisa / Yunusemre / Merkez Mah.,3 + 1,115,1,2. Kat,25 Yaşında,Kombi,Yok,Var,Var,İkinci El,Boş,Kat İrtifakı,Batı,etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,70124-4063,13-11-2025,https://www.hepsiemlak.com/manisa-yunusemre-merkez-efendi-satilik/daire/70124-4063,2025-12-03 16:36:35
Nida Cadde Evleri | 128 m² Yerden Isıtmalı 3+1 Lüks Daire,6.750.000 TL,Manisa,Akhisar,Ataturk Mah.,Manisa / Akhisar / Ataturk Mah.,3 + 1,128,2,1. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,"Kuzey, Batı",etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,86919-639,20-11-2025,https://www.hepsiemlak.com/manisa-akhisar-ataturk-satilik/daire/86919-639,2025-12-03 16:36:55
MURADİYE DE SATILIK 2+1 2.KAT 85 M2 FULLÜKS DAİRE 3.600.000 TL,3.600.000 TL,Manisa,Yunusemre,Muradiye Mah.,Manisa / Yunusemre / Muradiye Mah.,2 + 1,95,1,2. Kat,5 Yaşında,Kombi,Var,Yok,Var,İkinci El,Mülk Sahibi,Kat Mülkiyeti,"Güney, Doğu",etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,119726-1422,08-11-2025,https://www.hepsiemlak.com/manisa-yunusemre-muradiye-satilik/daire/119726-1422,2025-12-03 16:37:14
ESLİFE'DAN YEDİEYLÜL MAH. ESKİ MANİSA YOLU CEPHELİ GENİŞ DAİRE,4.300.000 TL,Manisa,Turgutlu,Yedi Mah.,Manisa / Turgutlu / Yedi Mah.,3 + 1,129,1,4. Kat,11 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat Mülkiyeti,"Doğu, Batı",etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,136231-50,29-11-2025,https://www.hepsiemlak.com/manisa-turgutlu-yedi-eylul-satilik/daire/136231-50,2025-12-03 16:37:37
Uzun Emlak'tan Güzelyurt Mahallesinde 3+1 170 m2 Arakat Daire,8.200.000 TL,Manisa,Yunusemre,Guzelyurt Mah.,Manisa / Yunusemre / Guzelyurt Mah.,3 + 1,170,1,1. Kat,15 Yaşında,Kombi,Yok,Yok,Var,İkinci El,Mülk Sahibi,Kat Mülkiyeti,"Kuzey, Güney, Batı",etin,500 TL,...,Hayır,Haritası,Hatırlatmaları,-,Satılık,129877-315,18-11-2025,https://www.hepsiemlak.com/manisa-yunusemre-guzelyurt-satilik/daire/129877-315,2025-12-03 16:37:57
DE&MA EMLAK’TAN BELEDİYE CADDESİ ÜZERİ 3+1 FIRSAT DAİRE,3.000.000 TL,Manisa,Salihli,Zafer Mah.,Manisa / Salihli / Zafer Mah.,3 + 1,130,1,Zemin,30 Yaşında,Doğalgaz Sobası,Yok,Yok,Var,İkinci El,Kiracılı,Kat Mülkiyeti,"Kuzey, Güney",etin,1 TL,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,152193-93,29-11-2025,https://www.hepsiemlak.com/manisa-salihli-zafer-satilik/daire/152193-93,2025-12-03 16:38:44
Altay Mahallesi satılık doğalgazlı daire 110 m2 üstü çatılı,3.500.000 TL,Manisa,Turgutlu,Altay Mah.,Manisa / Turgutlu / Altay Mah.,3 + 1,110,1,4. Kat,11 Yaşında,Kombi,Yok,Var,Yok,-,Kiracılı,Kat İrtifakı,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,154992-58,29-11-2025,https://www.hepsiemlak.com/manisa-turgutlu-altay-satilik/daire/154992-58,2025-12-03 16:39:03
SATILIK 2750 M2 İÇERİSİNE YAPILMIŞ DUBLEKS EV VE MÜŞTEMİLATI ACİL SATILIKTIR,9.500.000 TL,Manisa,Turgutlu,Dalbahce Mah.,Manisa / Turgutlu / Dalbahce Mah.,5 + 1,2,1,-,3 Yaşında,Kat Kaloriferi,Yok,Yok,Yok,-,-,-,-,etin,-,...,-,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,48336-199,03-12-2025,https://www.hepsiemlak.com/manisa-turgutlu-dalbahce-satilik/villa/48336-199,2025-12-03 16:39:22
MUSTAFA BAŞYİĞİT EMLAK'TAN REŞATBEY'DE 300 M2 6+1 DUBLEKS,4.850.000 TL,Manisa,Akhisar,Resat Mah.,Manisa / Akhisar / Resat Mah.,6 + 1,300,2,3. Kat,3 Yaşında,Kombi,Yok,Var,Var,-,Kiracılı,Kat İrtifakı,Güney,etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,162406-137,26-11-2025,https://www.hepsiemlak.com/manisa-akhisar-resat-bey-satilik/daire/162406-137,2025-12-03 16:39:45
SEYİTAHMET MAHALLESİ RİNG YOLU ÜZERİ 5+1 SATILIK SIFIR DUBLEKS,4.800.000 TL,Manisa,Akhisar,Seyit Mah.,Manisa / Akhisar / Seyit Mah.,5 + 1,270,3,3. Kat,1 Yaşında,Kombi,Yok,Yok,Var,Sıfır,Boş,Kat İrtifakı,"Güney, Doğu",etin,-,...,-,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,94123-2742,11-11-2025,https://www.hepsiemlak.com/manisa-akhisar-seyit-ahmet-satilik/daire/94123-2742,2025-12-03 16:40:06
MANİSA SALİHLİ CUMHURİYET MAHALLESİNDE SATILIK 2.KAT 3+1 DAİRE,3.850.000 TL,Manisa,Salihli,Cumhuriyet Mah.,Manisa / Salihli / Cumhuriyet Mah.,3 + 1,125,1,2. Kat,26 Yaşında,Soba,Yok,Var,Var,İkinci El,Boş,Kat İrtifakı,"Kuzey, Güney",etin,-,...,-,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,138755-154,02-12-2025,https://www.hepsiemlak.com/manisa-salihli-cumhuriyet-satilik/daire/138755-154,2025-12-03 16:40:26
