Ilce,M2,Banyo,Bina_Yasi,Isinma,Balkon,Asansor,Garaj,Yapı Durumu,Kullanım Durumu,Tapu Durumu,Takas,Eşya Durumu,Fiyat,oda_sayisi,salon_sayisi,Kat
Saruhanli,125,1,1,Kombi,0,1,0,-,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,3750000.0,3,1,5.0
Yunusemre,80,1,21,Isıtma Yok,0,0,0,-,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,2300000.0,1,1,0.5
Sehzadeler,150,1,21,Kombi,0,0,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3895000.0,3,1,0.5
Salihli,95,1,5,Doğalgaz Sobası,1,1,1,-,-,Kat Mülkiyeti,-,-,3250000.0,2,1,-1.0
Akhisar,135,2,0,Yerden Isıtma,0,1,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4000000.0,3,1,1.0
Turgutlu,140,1,11,Kombi,1,1,1,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,-,4200000.0,3,1,3.0
Turgutlu,157,2,4,Kombi,1,1,0,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,4750000.0,3,1,3.0
Yunusemre,75,1,5,Kombi,0,0,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2790000.0,2,1,0.5
Yunusemre,135,1,6,Klima,0,1,1,-,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,6495000.0,2,0,0.0
Yunusemre,60,1,0,Kombi,1,1,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3350000.0,1,1,5.0
Sehzadeler,130,1,20,Kombi,1,1,1,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4250000.0,3,1,1.0
Turgutlu,150,1,18,Kombi,1,0,0,Yapım Aşamasınd...,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,2500000.0,3,1,4.0
Yunusemre,103,1,0,Kombi,1,1,1,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,5250000.0,2,1,1.0
Turgutlu,300,2,1,Kombi,0,1,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,9100000.0,5,1,4.0
Akhisar,140,1,40,Klima,0,1,0,İkinci El,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,1200000.0,2,0,4.0
Akhisar,140,2,16,Kombi,1,1,1,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,3750000.0,3,1,2.0
Yunusemre,200,1,6,Kombi,1,1,1,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,4200000.0,3,1,0.5
Akhisar,100,1,0,Kombi,0,1,1,Sıfır,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3250000.0,2,0,3.0
Saruhanli,105,1,0,Kombi,1,0,0,-,Boş,Kat İrtifakı,Hayır,-,3100000.0,2,1,2.0
Yunusemre,115,2,6,Kombi,0,1,0,-,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,7000000.0,3,1,2.0
Turgutlu,145,2,4,Kombi,1,1,1,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,5750000.0,3,1,1.0
Akhisar,140,2,1,Kombi,1,1,1,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,3500000.0,3,1,1.0
Turgutlu,60,1,0,Merkezi (Pay Öl...,0,0,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3575000.0,1,1,0.0
Yunusemre,134,2,1,Merkezi (Pay Öl...,1,0,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,11950000.0,3,1,13.0
Yunusemre,110,1,0,Yerden Isıtma,1,1,1,Sıfır,Boş,Kat İrtifakı,-,Eşyalı Değil,6850000.0,2,1,0.5
Yunusemre,105,1,21,Kombi,1,1,1,İkinci El,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,3950000.0,2,1,4.0
Yunusemre,150,2,5,Kombi,0,0,1,İkinci El,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,9095000.0,3,1,0.5
Salihli,100,1,20,Soba,0,0,0,İkinci El,Mülk Sahibi,Arsa,Evet,Eşyalı Değil,2045000.0,2,1,3.0
Sehzadeler,110,1,28,Kombi,1,1,0,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3200000.0,3,1,5.0
Yunusemre,65,1,5,Yerden Isıtma,0,0,1,İkinci El,Kiracılı,Kat İrtifakı,Hayır,Eşyalı,4575000.0,1,1,1.0
Yunusemre,95,1,5,Kombi,0,1,1,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,3870000.0,2,1,3.0
Yunusemre,105,1,1,Kombi,0,1,0,İkinci El,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,3650000.0,2,1,3.0
Akhisar,125,1,28,Kombi,1,1,0,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,2475000.0,3,1,3.0
Yunusemre,76,1,0,Kombi,1,0,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,2700000.0,2,1,0.5
Saruhanli,132,1,0,Kombi,1,1,0,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3200000.0,3,1,5.0
Saruhanli,85,1,0,Kombi,0,0,0,Sıfır,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,2900000.0,2,1,3.0
Yunusemre,155,1,16,Kombi,0,1,1,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,5000000.0,3,1,0.0
Turgutlu,180,1,6,Kombi,1,1,1,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,5150000.0,3,1,1.0
Salihli,145,1,20,Jeotermal Isıtm...,0,0,0,-,-,Kat Mülkiyeti,-,-,3900000.0,3,1,4.0
Akhisar,130,1,11,Kombi,0,0,0,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,3150000.0,3,1,4.0
Yunusemre,85,1,0,Kombi,0,0,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2780000.0,2,1,0.5
Turgutlu,130,1,0,Kombi,0,1,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4150000.0,3,1,3.0
Yunusemre,95,1,5,Kombi,0,0,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2925000.0,2,1,0.5
Turgutlu,102,1,0,Kombi,0,1,1,Sıfır,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3800000.0,2,1,1.0
Turgutlu,140,1,21,Kombi,1,0,0,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,4500000.0,3,1,3.0
Salihli,567,1,1,Klima,0,0,0,-,Mülk Sahibi,Müstakil Tapulu,Hayır,Eşyalı Değil,6000000.0,2,1,3.0
Soma,105,2,17,Merkezi,1,0,0,İkinci El,Mülk Sahibi,Arsa,Evet,Eşyalı Değil,4750000.0,2,1,3.0
Yunusemre,60,1,1,Yerden Isıtma,1,0,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3400000.0,1,1,1.0
Turgutlu,95,2,0,Yerden Isıtma,0,0,0,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,5500000.0,2,1,2.0
Akhisar,150,2,6,Kombi,1,1,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4600000.0,3,1,1.0
Sehzadeler,140,1,31,Kombi,1,1,0,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3575000.0,3,1,1.0
Turgutlu,134,1,25,Kombi,0,0,1,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3499000.0,3,1,3.0
Akhisar,130,2,0,Kombi,1,1,1,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3950000.0,3,1,3.0
Akhisar,200,2,3,Yerden Isıtma,0,0,0,-,Mülk Sahibi,Müstakil Tapulu,Evet,Eşyalı Değil,15750000.0,4,1,0.0
Salihli,145,2,1,Kombi,0,0,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,5175000.0,3,1,3.0
Turgutlu,135,2,0,Yerden Isıtma,1,1,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,6500000.0,3,1,2.0
Akhisar,300,3,0,Kombi,1,1,1,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,7000000.0,5,1,3.0
Turgutlu,155,2,1,Yerden Isıtma,1,1,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,6050000.0,3,1,5.0
Turgutlu,120,1,5,Kombi,1,1,0,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3050000.0,3,1,4.0
Kirkagac,125,1,5,Kombi,0,0,0,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3600000.0,3,1,4.0
Saruhanli,400,1,11,Soba,0,1,0,-,Boş,Arsa,Hayır,Eşyalı,3725000.0,2,1,0.0
Yunusemre,150,2,0,Kombi,0,0,1,-,Kiracılı,Kat Mülkiyeti,Evet,Eşyalı Değil,9095000.0,3,1,0.5
Yunusemre,70,1,0,Yerden Isıtma,0,1,1,Sıfır,Boş,Kat İrtifakı,Evet,Eşyalı Değil,2950000.0,1,1,0.5
Yunusemre,100,1,0,Kombi,0,1,1,Sıfır,Boş,Kat İrtifakı,-,Eşyalı Değil,4000000.0,2,1,1.0
Turgutlu,202,1,0,Yerden Isıtma,1,1,1,-,Boş,Kat Mülkiyeti,Hayır,-,9750000.0,3,1,3.0
Yunusemre,90,1,6,Kombi,0,1,0,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3100000.0,2,1,2.0
Turgutlu,120,2,11,Kombi,1,1,1,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,3090000.0,3,1,3.0
Salihli,125,1,0,Kombi,1,1,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3900000.0,3,1,-2.0
Yunusemre,230,2,5,Kombi,0,0,1,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,6250000.0,6,2,4.0
Yunusemre,230,2,26,Kombi,0,0,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,11500000.0,5,1,0.0
Yunusemre,95,1,4,Kombi,0,0,1,-,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,2910000.0,2,1,0.5
Turgutlu,120,1,25,Kombi,0,1,0,İkinci El,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,2800000.0,3,1,4.0
Saruhanli,100,1,4,Kombi,1,0,0,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,2650000.0,2,1,0.5
Akhisar,130,1,3,Kombi,0,1,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4200000.0,3,1,1.0
Turgutlu,155,1,6,Kombi,0,1,0,İkinci El,Boş,Kat Mülkiyeti,Evet,-,3800000.0,3,1,3.0
Turgutlu,250,2,6,Kombi,1,0,0,-,Kiracılı,Kat Mülkiyeti,Evet,Eşyalı Değil,4100000.0,5,1,4.0
Saruhanli,125,1,25,Klima,0,1,0,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2750000.0,2,1,3.0
Saruhanli,153,1,8,Kombi,1,0,0,İkinci El,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,3900000.0,3,1,2.0
Turgutlu,90,1,0,Kombi,0,1,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3200000.0,2,1,2.0
Yunusemre,115,1,11,Kombi,0,1,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3900000.0,3,1,3.0
Akhisar,240,3,2,Yerden Isıtma,0,0,0,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,10000000.0,4,1,0.0
Salihli,110,1,1,Kombi,1,1,1,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3675000.0,2,1,1.0
Turgutlu,185,2,2,Yerden Isıtma,1,1,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,5500000.0,4,1,4.0
Turgutlu,110,1,21,Isıtma Yok,1,0,0,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,1850000.0,2,1,4.0
Sehzadeler,150,2,40,Kombi,0,0,1,İkinci El,Kiracılı,Müstakil Tapulu,Hayır,Eşyalı Değil,4400000.0,4,2,3.0
Akhisar,90,2,1,Yerden Isıtma,0,0,1,Sıfır,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3500000.0,2,1,1.0
Sehzadeler,96,1,30,Kombi,1,1,0,İkinci El,-,Kat İrtifakı,-,Eşyalı Değil,2100000.0,2,1,5.0
Yunusemre,50,1,0,Kombi,0,0,0,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,2670000.0,1,1,3.0
Akhisar,100,1,0,Yerden Isıtma,0,1,1,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3200000.0,2,1,2.0
Yunusemre,85,1,7,Kombi,0,1,1,İkinci El,Mülk Sahibi,Kat İrtifakı,-,Eşyalı Değil,2750000.0,2,1,4.0
Yunusemre,185,1,11,Kombi,1,1,0,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,8250000.0,3,1,1.0
Turgutlu,175,2,0,Yerden Isıtma,1,1,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,7000000.0,3,1,4.0
Yunusemre,145,1,5,Kombi,0,0,1,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,5250000.0,3,1,3.0
Yunusemre,70,1,1,Kombi,0,1,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3300000.0,2,1,2.0
Yunusemre,90,1,6,Kombi,0,0,1,-,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,3500000.0,2,1,2.0
Salihli,150,1,16,Jeotermal Isıtma,1,1,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,2600000.0,3,1,4.0
Akhisar,135,2,0,Kombi,1,1,1,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,4250000.0,3,1,1.0
Saruhanli,105,1,5,Kombi,1,0,0,-,-,Kat İrtifakı,-,-,2950000.0,2,1,0.5
Salihli,135,1,6,-,0,0,0,-,-,-,-,-,3300000.0,3,1,3.0
Turgutlu,110,1,4,Kombi,0,0,0,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,2850000.0,2,1,3.0
Sehzadeler,215,1,26,Kombi,1,1,0,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,6200000.0,2,1,1.0
Sehzadeler,70,1,0,Kombi,1,1,0,İkinci El,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3600000.0,2,1,3.0
Soma,180,2,11,Jeotermal Isıtma,0,0,0,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,3750000.0,4,1,3.0
Akhisar,105,1,0,Kombi,0,1,1,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3075000.0,2,1,1.0
Salihli,92,1,1,Doğalgaz Sobası,1,0,1,-,-,Kat Mülkiyeti,-,Eşyalı Değil,4000000.0,2,1,5.0
Turgutlu,110,1,0,Yerden Isıtma,0,1,1,Sıfır,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3500000.0,2,1,3.0
Salihli,155,1,26,Klima,1,0,0,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,2675000.0,3,1,4.0
Akhisar,225,3,1,Yerden Isıtma,0,0,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,15000000.0,5,1,0.0
Turgutlu,125,1,31,Kombi,0,1,1,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,3350000.0,3,1,4.0
Yunusemre,85,1,0,Kombi,1,0,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3400000.0,2,1,2.0
Turgutlu,170,2,5,Merkezi (Pay Ölçer),1,1,1,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,6500000.0,3,1,3.0
Akhisar,180,1,21,Kombi,0,1,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3750000.0,4,1,3.0
Yunusemre,165,1,25,Kombi,0,1,0,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,5195000.0,3,1,3.0
Sehzadeler,110,1,30,Kombi,1,0,0,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3975000.0,3,1,3.0
Akhisar,90,1,0,Kombi,1,1,1,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2950000.0,2,1,1.0
Yunusemre,125,1,21,Kombi,1,0,0,-,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,4100000.0,3,1,5.0
Yunusemre,90,1,3,Kombi,0,1,0,İkinci El,Boş,Kat İrtifakı,-,Eşyalı Değil,4900000.0,2,1,3.0
Turgutlu,140,2,0,Yerden Isıtma,0,1,1,-,Boş,Kat Mülkiyeti,Evet,-,6250000.0,3,1,3.0
Yunusemre,115,1,23,Kombi,0,1,1,İkinci El,-,Kat İrtifakı,Hayır,Eşyalı Değil,4150000.0,3,1,3.0
Turgutlu,165,2,0,Yerden Isıtma,1,1,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,7000000.0,3,1,4.0
Yunusemre,115,1,0,Kombi,1,1,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4600000.0,3,1,1.0
Yunusemre,60,1,1,Kombi,0,0,0,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı,2499999.0,1,1,5.0
Salihli,140,1,1,Kombi,1,1,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,5650000.0,3,1,2.0
Saruhanli,135,1,0,Kombi,0,1,0,Sıfır,Boş,Kat İrtifakı,-,Eşyalı Değil,4750000.0,3,1,3.0
Turgutlu,120,1,6,Kombi,0,1,0,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,3750000.0,2,1,5.0
Akhisar,140,2,0,Kombi,1,1,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4200000.0,3,1,1.0
Sehzadeler,135,1,20,Kombi,0,0,0,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3375000.0,3,1,0.0
Salihli,178,2,1,Kombi,1,1,0,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,6625000.0,3,1,1.0
Turgutlu,160,2,0,Merkezi (Pay Ölçer),0,1,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4450000.0,3,1,3.0
Sehzadeler,100,1,13,Kombi,0,1,0,İkinci El,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,3150000.0,3,1,-0.5
Saruhanli,105,1,0,Kombi,0,1,0,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3650000.0,2,1,3.0
Sehzadeler,180,1,18,Soba,0,0,0,İkinci El,Mülk Sahibi,Müstakil Tapulu,Hayır,Eşyalı Değil,3250000.0,2,1,3.0
Yunusemre,210,3,0,Isı Pompası,0,1,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,16000000.0,4,1,3.0
Akhisar,100,1,0,Kombi,1,1,1,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3450000.0,2,1,1.0
Selendi,130,1,5,Soba,0,0,0,Sıfır,Mülk Sahibi,Müstakil Tapulu,Hayır,Eşyalı Değil,3000000.0,3,1,3.0
Yunusemre,110,1,0,Kombi,0,1,1,Sıfır,Boş,Kat İrtifakı,-,Eşyalı Değil,4200000.0,2,1,4.0
Turgutlu,145,1,0,Kombi,0,0,0,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,5500000.0,3,1,4.0
Turgutlu,135,1,26,Kombi,1,1,1,-,Boş,Kat İrtifakı,Hayır,-,4000000.0,3,1,3.0
Yunusemre,115,1,0,Kombi,0,1,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4500000.0,2,1,2.0
Yunusemre,220,2,8,Kombi,0,1,0,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4900000.0,5,1,5.0
Sehzadeler,90,1,31,Klima,1,1,1,-,Kiracılı,Müstakil Tapulu,Evet,Eşyalı Değil,3750000.0,2,1,4.0
Turgutlu,110,1,0,Kombi,0,1,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3300000.0,2,1,4.0
Turgutlu,120,1,6,Kombi,1,1,1,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,4980000.0,2,1,4.0
Akhisar,110,1,4,Kombi,0,1,1,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3250000.0,2,1,1.0
Sehzadeler,95,1,30,Kombi,1,1,0,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,3050000.0,2,1,3.0
Yunusemre,100,1,0,Kombi,0,0,0,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4800000.0,2,1,0.5
Salihli,108,1,1,Kombi,1,1,1,-,Kiracılı,Kat Mülkiyeti,Evet,Eşyalı Değil,3850000.0,2,1,4.0
Akhisar,152,2,1,Kombi,0,0,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4800000.0,3,1,1.0
Turgutlu,140,2,0,Merkezi,1,1,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4000000.0,2,1,12.0
Akhisar,175,2,3,Kombi,0,1,1,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3950000.0,3,1,5.0
Yunusemre,300,2,10,Kombi,1,1,1,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,3950000.0,4,1,5.0
Akhisar,321,1,31,Soba,0,1,1,-,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,6000000.0,2,1,0.0
Turgutlu,198,2,15,Kombi,1,1,1,-,Mülk Sahibi,Kat Mülkiyeti,Evet,-,4950000.0,4,1,4.0
Soma,250,1,30,Soba,0,0,0,-,-,Müstakil Tapulu,-,Eşyalı Değil,2600000.0,2,1,3.0
Salihli,150,1,21,Isıtma Yok,0,0,0,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3000000.0,3,1,5.0
Sehzadeler,200,2,16,Kombi,0,1,0,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,6950000.0,3,1,5.0
Saruhanli,130,1,1,Kombi,1,1,0,Sıfır,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3375000.0,3,1,5.0
Yunusemre,180,1,21,Soba,0,0,0,-,Mülk Sahibi,Tapu Yok,Hayır,Eşyalı,22500000.0,3,1,0.0
Sehzadeler,140,1,27,Kombi,1,1,1,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,3850000.0,3,1,4.0
Alasehir,58,1,0,Kombi,0,0,0,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,2100000.0,1,1,3.0
Salihli,145,1,25,Soba,1,0,0,Sıfır,Belirtilmemiş,Kat Mülkiyeti,Hayır,Eşyalı Değil,5750000.0,3,1,3.0
Akhisar,140,1,4,Kombi,0,1,1,-,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,3350000.0,3,1,2.0
Yunusemre,250,2,11,Kombi,1,0,0,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,6500000.0,4,1,5.0
Turgutlu,104,1,0,Kombi,0,1,1,Sıfır,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3750000.0,2,1,3.0
Yunusemre,250,2,10,Soba,0,0,0,İkinci El,Mülk Sahibi,Kat Mülkiyeti,-,Eşyalı Değil,7700000.0,6,1,3.0
Soma,90,1,9,Merkezi,0,0,0,-,Kiracılı,Kat İrtifakı,-,Eşyalı Değil,1775000.0,2,1,5.0
Yunusemre,135,1,6,-,0,0,0,-,-,-,-,-,4200000.0,3,1,3.0
Yunusemre,170,1,16,Kombi,1,1,1,-,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,5800000.0,3,2,1.0
Yunusemre,135,1,0,Kombi,0,0,0,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,11450000.0,3,1,3.0
Yunusemre,95,1,0,Kombi,0,1,0,Yapım Aşamasınd...,Boş,Kat İrtifakı,-,Eşyalı Değil,4200000.0,2,1,2.0
Turgutlu,142,1,3,Kombi,0,1,1,-,Boş,Kat Mülkiyeti,Evet,-,6300000.0,3,1,4.0
Sehzadeler,300,2,16,Kombi,0,0,0,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,9500000.0,6,1,6.0
Yunusemre,585,1,6,Klima,0,1,0,İkinci El,Mülk Sahibi,Müstakil Tapulu,-,Eşyalı,10700000.0,2,1,0.0
Yunusemre,55,1,0,Yerden Isıtma,0,0,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2600000.0,1,1,0.0
Turgutlu,120,1,0,Kombi,0,1,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4500000.0,3,1,2.0
Yunusemre,95,1,1,Kombi,0,0,1,-,Boş,Kat İrtifakı,Hayır,-,3180000.0,2,1,3.0
Yunusemre,250,2,1,Kombi,0,1,1,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,11850000.0,4,1,5.0
Salihli,185,2,14,Soba,0,0,0,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,4500000.0,3,1,3.0
Sehzadeler,220,1,35,Soba,0,0,0,-,-,Müstakil Tapulu,-,-,2750000.0,3,1,3.0
Yunusemre,135,1,6,-,0,0,0,-,-,-,-,-,3150000.0,3,1,3.0
Akhisar,140,2,0,Kombi,1,1,1,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4200000.0,3,1,1.0
Koprubasi,150,1,30,Soba,0,0,0,İkinci El,Boş,Kat Mülkiyeti,Evet,Eşyalı,2700000.0,4,2,3.0
Akhisar,362,1,12,Klima,0,1,1,Sıfır,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,2500000.0,3,1,1.0
Turgutlu,120,1,0,Isıtma Yok,0,1,0,Sıfır,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3800000.0,3,1,3.0
Yunusemre,120,1,30,Kombi,0,1,1,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3100000.0,3,1,5.0
Akhisar,230,1,21,Kombi,0,0,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4000000.0,5,1,4.0
Turgutlu,160,2,0,Yerden Isıtma,1,0,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,6250000.0,3,1,3.0
Akhisar,130,1,10,Kombi,1,1,1,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,2950000.0,3,1,5.0
Turgutlu,150,1,26,Kombi,1,0,0,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,3100000.0,3,1,4.0
Sehzadeler,130,1,26,Kombi,0,1,0,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4950000.0,3,1,2.0
Ahmetli,240,2,3,Kombi,0,0,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,5250000.0,5,1,3.0
Alasehir,110,1,0,Kombi,0,0,0,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4400000.0,2,1,3.0
Sehzadeler,90,1,5,Klima,0,0,0,İkinci El,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,2980000.0,2,1,3.0
